ID,SAMPLE_NUM,BAT,TEMP,PH,DO,LATITUD,LONGITUD,COND,ORP,DATE
"SW1,131.0,39.0,29.55,9.67,113.0,0.0,0.0,1241.1,0.175,""2021-06-11 14:33:47.293081"""
"SW1,132.0,39.0,29.56,9.68,111.8,0.0,0.0,1240.9,0.175,""2021-06-11 14:33:59.850150"""
"SW1,133.0,39.0,29.57,9.68,109.4,0.0,0.0,1240.9,0.175,""2021-06-11 14:34:12.404334"""
"SW1,134.0,39.0,29.57,9.68,110.1,0.0,0.0,1241.0,0.175,""2021-06-11 14:34:25.461636"""
"SW1,135.0,39.0,29.56,9.68,107.8,0.0,0.0,1240.1,0.175,""2021-06-11 14:34:37.992844"""
"SW1,136.0,39.0,29.56,9.68,106.3,0.0,0.0,1240.3,0.175,""2021-06-11 14:34:50.547803"""
"SW1,137.0,39.0,29.58,9.69,108.2,0.0,0.0,1239.5,0.175,""2021-06-11 14:35:03.604443"""
"SW1,138.0,39.0,29.59,9.68,108.7,0.0,0.0,1238.3,0.175,""2021-06-11 14:35:16.141974"""
"SW1,139.0,39.0,29.6,9.68,107.6,0.0,0.0,1238.3,0.175,""2021-06-11 14:35:28.700046"""
"SW1,140.0,39.0,29.59,9.69,111.7,0.0,0.0,1239.0,0.175,""2021-06-11 14:35:41.257483"""
"SW1,141.0,39.0,29.58,9.69,111.7,0.0,0.0,1239.7,0.175,""2021-06-11 14:35:54.311423"""
"SW1,142.0,39.0,29.6,9.69,109.2,0.0,0.0,1239.4,0.175,""2021-06-11 14:36:06.848031"""
"SW1,143.0,39.0,29.6,9.68,108.2,0.0,0.0,1239.3,0.175,""2021-06-11 14:36:19.405432"""
"SW1,144.0,39.0,29.59,9.68,108.4,0.0,0.0,1237.6,0.175,""2021-06-11 14:36:31.959087"""
"SW1,146.0,39.0,29.6,9.69,111.3,0.0,0.0,1240.2,0.175,""2021-06-11 14:36:57.542344"""
"SW1,147.0,39.0,29.6,9.69,110.1,0.0,0.0,1240.7,0.175,""2021-06-11 14:37:10.081287"""
"SW1,148.0,39.0,29.59,9.69,108.7,0.0,0.0,1240.7,0.175,""2021-06-11 14:37:22.618701"""
"SW1,149.0,39.0,29.59,9.69,106.9,0.0,0.0,1240.0,0.175,""2021-06-11 14:37:35.674948"""
"SW1,150.0,39.0,29.6,9.7,108.7,0.0,0.0,1239.4,0.175,""2021-06-11 14:37:48.231664"""
"SW1,151.0,39.0,29.6,9.7,111.2,0.0,0.0,1240.4,0.175,""2021-06-11 14:38:00.786682"""
"SW1,152.0,39.0,29.59,9.69,112.6,0.0,0.0,1239.9,0.175,""2021-06-11 14:38:13.325878"""
"SW1,153.0,39.0,29.58,9.69,110.4,0.0,0.0,1240.6,0.175,""2021-06-11 14:38:26.381886"""
"SW1,154.0,39.0,29.53,9.7,109.0,0.0,0.0,1239.7,0.175,""2021-06-11 14:38:38.935381"""
"SW1,155.0,39.0,29.52,9.7,107.1,0.0,0.0,1239.7,0.175,""2021-06-11 14:38:51.490913"""
"SW1,156.0,39.0,29.5,9.7,106.8,0.0,0.0,1239.8,0.175,""2021-06-11 14:39:04.046126"""
"SW1,157.0,39.0,29.59,9.7,111.3,0.0,0.0,1239.7,0.175,""2021-06-11 14:39:17.105629"""
"SW1,158.0,39.0,29.6,9.7,112.0,0.0,0.0,1240.9,0.175,""2021-06-11 14:39:29.663445"""
"SW1,159.0,39.0,29.62,9.7,109.4,0.0,0.0,1241.4,0.175,""2021-06-11 14:39:42.219876"""
"SW1,160.0,39.0,29.6,9.7,108.7,0.0,0.0,1240.2,0.175,""2021-06-11 14:39:54.777048"""
"SW1,161.0,39.0,29.61,9.7,114.0,0.0,0.0,1241.9,0.175,""2021-06-11 14:40:07.832230"""
"SW1,162.0,39.0,29.64,9.71,114.4,0.0,0.0,1240.3,0.175,""2021-06-11 14:40:20.369657"""
"SW1,163.0,39.0,29.63,9.71,115.9,0.0,0.0,1240.8,0.175,""2021-06-11 14:40:32.924228"""
"SW1,164.0,39.0,29.61,9.71,113.6,0.0,0.0,1242.9,0.175,""2021-06-11 14:40:45.481414"""
"SW1,165.0,39.0,29.61,9.7,113.8,0.0,0.0,1242.6,0.175,""2021-06-11 14:40:58.539907"""
"SW1,166.0,39.0,29.62,9.7,112.6,0.0,0.0,1240.7,0.175,""2021-06-11 14:41:11.076205"""
"SW1,167.0,39.0,29.63,9.71,116.5,0.0,0.0,1243.4,0.175,""2021-06-11 14:41:23.613269"""
"SW1,168.0,39.0,29.64,9.71,115.0,0.0,0.0,1242.5,0.175,""2021-06-11 14:41:36.148088"""
"SW1,169.0,39.0,29.66,9.7,114.5,0.0,0.0,1242.9,0.175,""2021-06-11 14:41:49.202710"""
"SW1,170.0,39.0,29.66,9.71,116.0,0.0,0.0,1242.3,0.175,""2021-06-11 14:42:01.738991"""
"SW1,171.0,39.0,29.66,9.72,115.7,0.0,0.0,1242.1,0.175,""2021-06-11 14:42:14.274123"""
"SW1,172.0,39.0,29.69,9.71,116.0,0.0,0.0,1242.6,0.175,""2021-06-11 14:42:26.830050"""
"SW1,173.0,39.0,29.71,9.71,116.3,0.0,0.0,1242.8,0.175,""2021-06-11 14:42:39.868358"""
"SW1,174.0,39.0,29.74,9.7,118.2,0.0,0.0,1242.0,0.175,""2021-06-11 14:42:52.423988"""
"SW1,175.0,39.0,29.74,9.71,117.9,0.0,0.0,1242.9,0.175,""2021-06-11 14:43:04.960388"""
"SW1,176.0,39.0,29.68,9.71,114.8,0.0,0.0,1243.6,0.175,""2021-06-11 14:43:18.017354"""
"SW1,177.0,39.0,29.7,9.71,112.0,0.0,0.0,1243.4,0.175,""2021-06-11 14:43:30.575354"""
"SW1,178.0,39.0,29.73,9.7,113.4,0.0,0.0,1241.8,0.175,""2021-06-11 14:43:43.129628"""
"SW1,179.0,39.0,29.74,9.71,112.0,0.0,0.0,1242.4,0.175,""2021-06-11 14:43:55.669196"""
"SW1,180.0,39.0,29.73,9.71,111.7,0.0,0.0,1242.0,0.175,""2021-06-11 14:44:08.703171"""
"SW1,181.0,39.0,29.73,9.72,110.2,0.0,0.0,1242.1,0.175,""2021-06-11 14:44:21.258252"""
"SW1,182.0,39.0,29.74,9.72,109.9,0.0,0.0,1241.8,0.175,""2021-06-11 14:44:33.813452"""
"SW1,183.0,39.0,29.75,9.72,114.6,0.0,0.0,1242.1,0.175,""2021-06-11 14:44:46.351180"""
